Ts_code,Holder_name,Holder_amount,Hold_ratio
600545.SH,乌鲁木齐国有资产经营(集团)有限公司,3007.25,1.59
600545.SH,深圳市龙鼎数铭股权投资合伙企业(有限合伙),1810.36,0.96
600545.SH,华山投资有限公司,1661.26,0.88
600545.SH,上海永钧股权投资合伙企业(有限合伙),1661.16,0.88
600545.SH,常州合众投资合伙企业(有限合伙),1132.48,0.6
603256.SH,远益国际有限公司,65840.5,74.45
603256.SH,UNICORN ACE LIMITED,2880.52,3.26
603256.SH,SHARP TONE INTERNATIONAL LIMITED,2880.52,3.26
603256.SH,INTEGRITY LINK LIMITED,2469.02,2.79
603256.SH,毛嘉明,311.07,0.35
603256.SH,钱世英,214.12,0.24
603256.SH,朱彬,199.98,0.23
603256.SH,张尚民,184.8,0.21
603256.SH,杜甫,172.3,0.19
603256.SH,廖明雄,164.21,0.19
603236.SH,钱鹏鹤,3307.99,22.76
603236.SH,宁波移远投资合伙企业(有限合伙),1092,7.51
603236.SH,香港中央结算有限公司,313.46,2.16
603236.SH,上海行知创业投资有限公司,290.16,2
603236.SH,任晗熙,240.43,1.65
603236.SH,上海重阳战略投资有限公司-重阳战略聚智基金,237.69,1.64
603236.SH,上海浦东发展银行股份有限公司-易方达裕祥回报债券型证券投资基金,236.36,1.63
603236.SH,重庆信展股权投资基金管理有限公司-重庆信展保达投资中心(有限合伙),208.8,1.44
603236.SH,葛卫东,200,1.38
603236.SH,中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF),200,1.38
688618.SH,深圳市七零年代控股有限公司,2000,39.58
688618.SH,熊伟,650,12.86
688618.SH,上海钜有管理咨询合伙企业(有限合伙),500,9.9
688618.SH,吴健,250,4.95
688618.SH,宁波梅山保税港区领慧达行投资管理合伙企业(有限合伙)-宁波梅山保税港区领慧投资合伙企业(有限合伙),139.4,2.76
688618.SH,袁自军,100,1.98
688618.SH,上海名鑫管理咨询合伙企业(有限合伙),97.22,1.92
688618.SH,中信建投证券-杭州银行-中信建投三旺通信科创板战略配售集合资产管理计划,75.91,1.5
688618.SH,中信建投投资有限公司,60.57,1.2
688618.SH,庄连美,43.62,0.86
688262.SH,宁波麒越股权投资基金合伙企业(有限合伙),2408.18,10.03
688262.SH,西藏津盛泰达创业投资有限公司,1941.48,8.09
688262.SH,国家集成电路产业投资基金股份有限公司,1553.06,6.47
688262.SH,郑茳,1320.61,5.5
688262.SH,肖佐楠,924.43,3.85
688262.SH,苏州国芯联创投资管理有限公司,923.83,3.85
688262.SH,张迪新,862.96,3.6
688262.SH,天津天创华鑫现代服务产业创业投资合伙企业(有限合伙),791.26,3.3
688262.SH,宁波嘉信佳禾股权投资基金合伙企业(有限合伙),708.14,2.95
688262.SH,孙力生,531.58,2.21
603133.SH,徐世中,6185.94,29.57
603133.SH,珠海金福源企业管理合伙企业(有限合伙),1610.27,7.7
603133.SH,杨军,1052,5.03
603133.SH,梁新民,259.67,1.24
603133.SH,钱文德,199.41,0.95
603133.SH,中鼎博文(北京)科技有限公司,156.3,0.75
603133.SH,孙锡林,149.3,0.71
603133.SH,胡国防,110,0.53
603133.SH,陈瑞华,103.64,0.5
603133.SH,段军有,98.26,0.47
603606.SH,宁波东方集团有限公司,21752.44,31.63
603606.SH,袁黎雨,5336.67,7.76
603606.SH,宁波华夏科技投资有限公司,2228.52,3.24
603606.SH,香港中央结算有限公司,2042.66,2.97
603606.SH,中国建设银行股份有限公司-东方红启东三年持有期混合型证券投资基金,1262.47,1.84
603606.SH,宁波经济技术开发区金帆投资有限公司,1083.38,1.58
603606.SH,交通银行股份有限公司-富国天益价值混合型证券投资基金,729.3,1.06
603606.SH,中国银行-华夏大盘精选证券投资基金,539.97,0.79
603606.SH,上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金,520.13,0.76
603606.SH,中国银行股份有限公司-华安研究智选混合型证券投资基金,400.76,0.58
603077.SH,四川和邦投资集团有限公司,196377.91,22.24
603077.SH,四川省盐业总公司,52435.92,5.94
603077.SH,贺正刚,41263.2,4.67
603077.SH,四川和邦生物科技股份有限公司-第二期员工持股计划,33103.62,3.75
603077.SH,杨联明,31402.65,3.56
603077.SH,香港中央结算有限公司,14329.71,1.62
603077.SH,西部利得基金-兴业银行-华鑫国际信托-华鑫信托·慧智投资77号集合资金信托计划,11387.98,1.29
603077.SH,西部利得基金-兴业银行-华鑫国际信托-华鑫信托·慧智投资78号集合资金信托计划,8119.21,0.92
603077.SH,高序磊,5030.63,0.57
603077.SH,赵勇,3943.5,0.45
301199.SZ,山东迈赫投资有限公司,7650,57.37
301199.SZ,潍坊赫力投资中心(有限合伙),1000,7.5
301199.SZ,徐烟田,750,5.62
301199.SZ,王绪平,450,3.37
301199.SZ,张韶辉,150,1.12
301199.SZ,华泰证券股份有限公司,12.11,0.09
301199.SZ,葛永辉,11.2,0.08
301199.SZ,林建勋,10.22,0.08
301199.SZ,郑春华,8.56,0.06
301199.SZ,张志利,8.44,0.06
300093.SZ,广东欧昊集团有限公司,4705.86,21.79
300093.SZ,何光雄,2160.5,10
300093.SZ,赵晓东,607.16,2.81
300093.SZ,金钰,370.95,1.72
300093.SZ,孙德香,333.02,1.54
300093.SZ,余保青,302.05,1.4
300093.SZ,杨时青,299,1.38
300093.SZ,郑卫清,268.52,1.24
300093.SZ,钱文祥,259.34,1.2
300093.SZ,金云华,248.56,1.15
300930.SZ,汪志荣,5728.13,57.28
300930.SZ,汪志春,1321.88,13.22
300930.SZ,杭州慈正股权投资合伙企业(有限合伙),450,4.5
300930.SZ,中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金,177.84,1.78
300930.SZ,李霞,143.73,1.44
300930.SZ,上海浦东发展银行股份有限公司-信达澳银领先智选混合型证券投资基金,49.96,0.5
300930.SZ,中国建设银行股份有限公司-信达澳银匠心臻选两年持有期混合型证券投资基金,44.01,0.44
300930.SZ,平安基金-中国平安人寿保险股份有限公司-平安人寿-平安基金权益委托投资1号单一资产管理计划,42.5,0.43
300930.SZ,交通银行股份有限公司-信达澳银星奕混合型证券投资基金,34.84,0.35
300930.SZ,中国建设银行股份有限公司-信达澳银先进智造股票型证券投资基金,30.43,0.3
300113.SZ,华勇,24827.18,35.76
300113.SZ,李雪虹,2092.64,3.01
300113.SZ,杭州顺网科技股份有限公司回购专用证券账户,1553.57,2.24
300113.SZ,宁波梅山保税港区凌顶投资管理有限公司-凌顶望岳八号私募证券投资基金,1492.95,2.15
300113.SZ,香港中央结算有限公司,1435.79,2.07
300113.SZ,中信证券股份有限公司,1204.97,1.74
300113.SZ,杭州顺网科技股份有限公司-2021年员工持股计划,896.59,1.29
300113.SZ,上海子午投资管理有限公司-子午增强六号私募证券投资基金,690.03,0.99
300113.SZ,上海复熙资产管理有限公司-复熙混合20号私募证券投资基金,686.49,0.99
300113.SZ,中国工商银行股份有限公司-广发中证传媒交易型开放式指数证券投资基金,518.91,0.75
300707.SZ,张锡亮,3052.43,19.44
300707.SZ,钱光红,2068.35,13.17
300707.SZ,无锡博翱投资中心(有限合伙),1791.95,11.41
300707.SZ,兴瑞华祥控股有限公司,560,3.57
300707.SZ,苏州清研汽车产业创业投资企业(有限合伙),383.84,2.44
300707.SZ,无锡高新技术创业投资股份有限公司,341.73,2.18
300707.SZ,张海,182.32,1.16
300707.SZ,刘师林,154.53,0.98
300707.SZ,招商银行股份有限公司-海富通碳中和主题混合型证券投资基金,97.57,0.62
300707.SZ,中国民生银行股份有限公司-浙商聚潮新思维混合型证券投资基金,94.69,0.6
300799.SZ,张军,2357.73,23.09
300799.SZ,何朝晖,2232.27,21.86
300799.SZ,何培翛,765,7.49
300799.SZ,张漪楠,765,7.49
300799.SZ,湖州左江未来投资管理合伙企业(有限合伙),765,7.49
300799.SZ,王磊,161.71,1.58
300799.SZ,上海方圆达创投资合伙企业(有限合伙)-方圆-东方1号私募投资基金,102.81,1.01
300799.SZ,中国农业银行股份有限公司-长城久嘉创新成长灵活配置混合型证券投资基金,100,0.98
300799.SZ,中国建设银行股份有限公司-宝盈资源优选混合型证券投资基金,70.86,0.69
300799.SZ,张巍,68.85,0.67
300679.SZ,陈育宣,8596.05,20.41
300679.SZ,林德英,4299.55,10.21
300679.SZ,任俊江,2992.46,7.1
300679.SZ,朱义龙,2105.99,5
300679.SZ,孙慧明,1554.54,3.69
300679.SZ,王克明,1061.99,2.52
300679.SZ,朱旭,605,1.44
300679.SZ,杨燕灵,545.45,1.29
300679.SZ,潘晓辉,540.15,1.28
300679.SZ,张晓冰,469.3,1.11
300367.SZ,川投信息产业集团有限公司,14957.86,12.51
300367.SZ,刘光,9562.65,8
300367.SZ,蒋宗文,6351.93,5.31
300367.SZ,北方国际信托股份有限公司-北方信托盛世景新策略9号单一资金信托,1567.39,1.31
300367.SZ,高军,1517.49,1.27
300367.SZ,宋辉俊,911.47,0.76
300367.SZ,孙东利,680.3,0.57
300367.SZ,郭军,669.26,0.56
300367.SZ,王建军,640,0.54
300367.SZ,苗青,630,0.53
300027.SZ,王忠军,46840.41,16.88
300027.SZ,深圳市腾讯计算机系统有限公司,22036.35,7.94
300027.SZ,杭州阿里创业投资有限公司,12395.93,4.47
300027.SZ,马云,9978.28,3.6
300027.SZ,王忠磊,9295.7,3.35
300027.SZ,上海京岁企业管理合伙企业(有限合伙),4581,1.65
300027.SZ,昊泽致远(北京)投资管理有限公司-昊泽晨曦5号私募证券投资基金,3697.01,1.33
300027.SZ,鲁伟鼎,2798.83,1.01
300027.SZ,杨三宝,2592.48,0.93
300027.SZ,中国工商银行股份有限公司-广发中证传媒交易型开放式指数证券投资基金,2095.31,0.76
300801.SZ,程终发,10287.27,47.63
300801.SZ,上海复星创泓股权投资基金合伙企业(有限合伙),1510.92,7
300801.SZ,枣庄和生投资管理中心(有限合伙),1458,6.75
300801.SZ,程程,272.16,1.26
300801.SZ,李敬娟,272.16,1.26
300801.SZ,程霞,272.16,1.26
300801.SZ,王家庚,254.49,1.18
300801.SZ,雷空军,208.19,0.96
300801.SZ,周蕾,157,0.73
300801.SZ,丁爱萍,132.37,0.61
300400.SZ,吴限,7972.9,32.86
300400.SZ,兴业银行股份有限公司-博时汇兴回报一年持有期灵活配置混合型证券投资基金,769.99,3.17
300400.SZ,麦旺球,531.47,2.19
300400.SZ,主逵,508.49,2.1
300400.SZ,中国工商银行股份有限公司-博时信用债券投资基金,407.95,1.68
300400.SZ,麦容章,381.46,1.57
300400.SZ,邱子聪,373.5,1.54
300400.SZ,孙见清,370,1.52
300400.SZ,深圳市劲拓自动化设备股份有限公司-第一期员工持股计划,296.08,1.22
300400.SZ,邱佩娜,268.7,1.11
301073.SZ,吴启元,2932.31,36.41
301073.SZ,从波,1561.95,19.39
301073.SZ,施晨宁,829.24,10.3
301073.SZ,吴海浩,263.25,3.27
301073.SZ,中国农业银行股份有限公司-中邮核心优选混合型证券投资基金,150,1.86
301073.SZ,中国建设银行股份有限公司-华泰柏瑞富利灵活配置混合型证券投资基金,142.4,1.77
301073.SZ,中国工商银行股份有限公司-财通价值动量混合型证券投资基金,123.09,1.53
301073.SZ,徐汉杰,120,1.49
301073.SZ,中国工商银行股份有限公司-财通优势行业轮动混合型证券投资基金,118.84,1.48
301073.SZ,沈玮,87.75,1.09
300534.SZ,甘肃药业投资集团有限公司,9078.53,29.93
300534.SZ,甘肃生物产业创业投资基金有限公司,2157.58,7.11
300534.SZ,UBS AG,174.98,0.58
300534.SZ,康永红,168.12,0.55
300534.SZ,甘肃省国有资产投资集团有限公司,135.1,0.45
300534.SZ,洪棋新,126.83,0.42
300534.SZ,张金德,117,0.39
300534.SZ,中国建设银行股份有限公司-汇添富中证中药指数型发起式证券投资基金(LOF),105.06,0.35
300534.SZ,詹显财,100,0.33
300534.SZ,刘利洪,75.6,0.25
300032.SZ,金龙控股集团有限公司,13242.67,16.49
300032.SZ,李玲燕,3814.16,4.75
300032.SZ,杨海兵,3651.38,4.55
300032.SZ,孙捷宇,3430.84,4.27
300032.SZ,叶海华,3225.25,4.02
300032.SZ,前海开源基金-广发银行-方正东亚信托有限责任公司,2762.43,3.44
300032.SZ,中国长城资产管理股份有限公司,2458.56,3.06
300032.SZ,金美欧,2400.5,2.99
300032.SZ,上海迎水投资管理有限公司-迎水安枕飞天5号私募证券投资基金,1668,2.08
300032.SZ,龙荣春,1267.2,1.58
300842.SZ,史卫利,1930.27,19.3
300842.SZ,新疆TCL股权投资有限公司,880.51,8.81
300842.SZ,钱亚萍,666.19,6.66
300842.SZ,无锡尚辉嘉贸易合伙企业(有限合伙),491.92,4.92
300842.SZ,闫经梅,379.27,3.79
300842.SZ,深圳市富海新材二期创业投资基金合伙企业(有限合伙),345,3.45
300842.SZ,深圳市富海新材股权投资基金(有限合伙),300,3
300842.SZ,徐秋岚,168.18,1.68
300842.SZ,无锡迪银科贸易合伙企业(有限合伙),150.99,1.51
300842.SZ,秦皇岛宏兴钢铁有限公司,136.88,1.37
300613.SZ,西藏东方企慧投资有限公司,1911.85,15.9
300613.SZ,陈春梅,1616.2,13.44
300613.SZ,杨小奇,917.41,7.63
300613.SZ,云南朗瀚企业管理有限公司,865.33,7.2
300613.SZ,杰智控股有限公司,717.77,5.97
300613.SZ,龚传军,302.84,2.52
300613.SZ,中国工商银行股份有限公司-华安安康灵活配置混合型证券投资基金,170.95,1.42
300613.SZ,湖州灵视企业管理中心(有限合伙),167.1,1.39
300613.SZ,广州市玄元投资管理有限公司-玄元科新281号私募证券投资基金,161.87,1.35
300613.SZ,上海少薮派投资管理有限公司-少数派万象更新2号私募证券投资基金,156.52,1.3
300503.SZ,汤秀清,8672.68,28.34
300503.SZ,汤丽君,2811.47,9.19
300503.SZ,广西昊聚企业管理有限公司,1108.39,3.62
300503.SZ,文学义,405.13,1.32
300503.SZ,汤秀松,400.82,1.31
300503.SZ,昌戎投资管理(上海)有限公司-青岛昌戎投资管理合伙企业(有限合伙),267.9,0.88
300503.SZ,金华市裕恒资本管理有限责任公司-裕恒资本双龙一号私募证券投资基金,231.26,0.76
300503.SZ,安吉和泽管理咨询合伙企业(有限合伙),209.67,0.69
300503.SZ,赵伟,198,0.65
300503.SZ,雷群,153.73,0.5
300041.SZ,章锋,6443.89,14.95
300041.SZ,刘鹏,1452.99,3.37
300041.SZ,MORGAN STANLEY&CO.INTERNATIONAL PLC.,892.28,2.07
300041.SZ,邱世勋,877.8,2.04
300041.SZ,平安证券-吴正明-平安证券新创25号单一资产管理计划,823,1.91
300041.SZ,章力,808.86,1.88
300041.SZ,"JPMORGAN CHASE BANK,NATIONAL ASSOCIATION",659.85,1.53
300041.SZ,中国工商银行股份有限公司-广发瑞誉一年持有期混合型证券投资基金,549.87,1.28
300041.SZ,MERRILL LYNCH INTERNATIONAL,536.8,1.25
300041.SZ,湖北回天新材料股份有限公司-第二期员工持股计划,522.27,1.21
300307.SZ,宁波裕人智慧科技(集团)有限公司,13575.45,17.39
300307.SZ,裕人企业有限公司,12337.79,15.81
300307.SZ,徐松达,3902.7,5
300307.SZ,广微控股(珠海横琴)有限公司,3894.01,4.99
300307.SZ,刘少林,2910,3.73
300307.SZ,宁波创福投资合伙企业(有限合伙),1721.01,2.2
300307.SZ,宁波福裕投资合伙企业(有限合伙),1700,2.18
300307.SZ,孙平范,1170.01,1.5
300307.SZ,廖文峰,711.95,0.91
300307.SZ,中国国际金融(香港)有限公司-中金稳定收益专户,492.12,0.63
300325.SZ,德威投资集团有限公司,14144.19,14.06
300325.SZ,苏州蓝壹创业投资有限公司,1222.75,1.22
300325.SZ,孙文生,559.67,0.56
300325.SZ,钱锟,517.76,0.51
300325.SZ,朱建,492.49,0.49
300325.SZ,汪剑,485.05,0.48
300325.SZ,李霞,350,0.35
300325.SZ,朱淑红,325.49,0.32
300325.SZ,李炎,310,0.31
300325.SZ,张颖,299.27,0.3
301168.SZ,江苏尚昆生物设备有限公司,3489.02,29.08
301168.SZ,李前进,1695.51,14.13
301168.SZ,严华,1550.16,12.92
301168.SZ,扬中市金融控股集团有限公司,900,7.5
301168.SZ,江苏大行临港产业投资有限公司,360.2,3
301168.SZ,镇江国有投资控股集团有限公司,345,2.88
301168.SZ,扬中市通泰投资管理合伙企业(有限合伙),300,2.5
301168.SZ,杭州城和股权投资基金合伙企业(有限合伙),216.1,1.8
301168.SZ,杭州浙科汇福创业投资合伙企业(有限合伙),72,0.6
301168.SZ,杭州浙农鑫翔创业投资合伙企业(有限合伙),72,0.6
301221.SZ,朱敦尧,3890.7,42.01
301221.SZ,上汽(常州)创新发展投资基金有限公司,663.5,7.16
301221.SZ,武汉励元齐心投资管理合伙企业(有限合伙),601.67,6.5
301221.SZ,坚木(上海)投资管理有限公司-上海坚木坚贯投资管理中心(有限合伙),452.3,4.88
301221.SZ,武汉鼎立恒丰企业管理合伙企业(有限合伙),323.33,3.49
301221.SZ,吉林省国家汽车电子产业创业投资有限责任公司,304.03,3.28
301221.SZ,广州中海达卫星导航技术股份有限公司,235.3,2.54
301221.SZ,李霖,231.5,2.5
301221.SZ,中国农业银行股份有限公司-宝盈策略增长混合型证券投资基金,64.07,0.69
301221.SZ,国金证券-招商银行-国金证券光庭信息员工参与创业板战略配售集合资产管理计划,61.24,0.66
002503.SZ,马鸿,54811.36,17.72
002503.SZ,广州高新区投资集团有限公司,24925.05,8.06
002503.SZ,邓建华,12423.77,4.02
002503.SZ,秦川,7383.46,2.39
002503.SZ,广东兴原投资有限公司,2311.91,0.75
002503.SZ,张勤俊,1693.48,0.55
002503.SZ,UBS AG,1495.08,0.48
002503.SZ,钟恒光,1419.34,0.46
002503.SZ,占学杰,893.85,0.29
002503.SZ,陈永华,831,0.27
002031.SZ,吴潮忠,25921.06,11.79
002031.SZ,洪惠平,15572.3,7.08
002031.SZ,浙江银万斯特投资管理有限公司-银万全盈23号私募证券投资基金,4273,1.94
002031.SZ,宁波宁聚资产管理中心(有限合伙)-宁聚量化稳增4号私募证券投资基金,3300,1.5
002031.SZ,深圳市前海建泓时代资产管理有限公司-建泓时代鸿运一号私募证券投资基金,1700,0.77
002031.SZ,刘文涛,1548.04,0.7
002031.SZ,深圳市前海建泓时代资产管理有限公司-建泓时代智汇2号投资基金,1392,0.63
002031.SZ,深圳市前海建泓时代资产管理有限公司-建泓时光精选1号私募证券投资基金,1298,0.59
002031.SZ,李丽璇,1113.21,0.51
002031.SZ,林瑞波,1101.51,0.5
002528.SZ,深圳市投资控股有限公司,31583.12,26.35
002528.SZ,JEFFREY ZHAOHUAI LIU,19948.82,16.64
002528.SZ,JHL INFINITE LLC,19645.31,16.39
002528.SZ,深圳英飞拓科技股份有限公司-第三期员工持股计划,3196.42,2.67
002528.SZ,刘肇胤,2007.72,1.67
002528.SZ,刘恺祥,630.48,0.53
002528.SZ,莫燕玲,441.62,0.37
002528.SZ,夏重阳,402,0.34
002528.SZ,张衍锋,255.45,0.21
002528.SZ,崔洋,228.8,0.19
000530.SZ,大连冰山集团有限公司,17091.69,20.27
000530.SZ,SANYO ELECTRIC CO LTD,7350.32,8.72
000530.SZ,林镇铭,673,0.8
000530.SZ,陈勇,452,0.54
000530.SZ,吴安,450,0.53
000530.SZ,薛红,360,0.43
000530.SZ,大连市工业发展投资有限公司,340.67,0.4
000530.SZ,李晓华,314.56,0.37
000530.SZ,詹长城,297.16,0.35
000530.SZ,陈慈柔,263.56,0.31
002218.SZ,深圳市奥欣投资发展有限公司,39759.07,28.14
002218.SZ,喀什东方股权投资有限公司,13449.74,9.52
002218.SZ,长治市南烨实业集团有限公司,3533.57,2.5
002218.SZ,陈五奎,2708.64,1.92
002218.SZ,银河资本-浙商银行-银河资本-鑫鑫一号集合资产管理计划,2650.18,1.88
002218.SZ,陈传兴,1289.75,0.91
002218.SZ,秦皇岛宏兴钢铁有限公司,1237.87,0.88
002218.SZ,一重集团融创科技发展有限公司,1060.07,0.75
002218.SZ,郭伟松,1042.4,0.74
002218.SZ,国泰君安证券股份有限公司,901.06,0.64
002652.SZ,南宁颐然养老产业合伙企业(有限合伙),15360,30
002652.SZ,李青松,3013.72,5.89
002652.SZ,昆山市创业投资有限公司,1989.57,3.89
002652.SZ,胡卫林,1500,2.93
002652.SZ,莫燕玲,1386.45,2.71
002652.SZ,哈尔滨嘉悦投资有限公司,1115,2.18
002652.SZ,谭钦,1100,2.15
002652.SZ,蔡旭艳,900,1.76
002652.SZ,张斌,295.97,0.58
002652.SZ,沈阳,174.36,0.34
002905.SZ,李玉珍,20215.05,53.72
002905.SZ,李根长,4424.95,11.76
002905.SZ,广州融海投资企业(有限合伙),3584,9.52
002905.SZ,何玉峰,124.86,0.33
002905.SZ,吴湘伟,68.01,0.18
002905.SZ,中国民生银行股份有限公司-金元顺安元启灵活配置混合型证券投资基金,58.47,0.16
002905.SZ,施笑利,58.03,0.15
002905.SZ,成永彬,52.48,0.14
002905.SZ,华泰证券股份有限公司,45.19,0.12
002905.SZ,朱晓文,43.91,0.12
000838.SZ,重庆财信房地产开发集团有限公司,67822.02,61.63
000838.SZ,广州市天宝投资发展股份有限公司-天宝稳健九号私募证券投资基金,1324.16,1.2
000838.SZ,张伟,667.47,0.61
000838.SZ,李兴中,645.48,0.59
000838.SZ,张宇,641.65,0.58
000838.SZ,曾远彬,617.78,0.56
000838.SZ,郜楠,554.43,0.5
000838.SZ,广州市天宝投资发展股份有限公司-天宝稳健五号私募证券投资基金,519,0.47
000838.SZ,陈华,510,0.46
000838.SZ,郜长林,428.55,0.39
002166.SZ,秦本军,10591.95,18.74
002166.SZ,梁定志,2727.68,4.83
002166.SZ,姚新德,2578.07,4.56
002166.SZ,蒋小三,1950,3.45
002166.SZ,蒋安明,1950,3.45
002166.SZ,蒋俊,1950,3.45
002166.SZ,易红石,915.49,1.62
002166.SZ,薛春良,567.51,1
002166.SZ,蒋新荣,544.54,0.96
002166.SZ,黄娟,516.09,0.91
002896.SZ,宁波中大力德投资有限公司,2889.9,27.79
002896.SZ,中大(香港)投资有限公司,2667.6,25.65
002896.SZ,中国工商银行股份有限公司-诺安先锋混合型证券投资基金,290.55,2.79
002896.SZ,慈溪德立投资管理合伙企业(有限合伙),234,2.25
002896.SZ,慈溪德正投资管理合伙企业(有限合伙),156,1.5
002896.SZ,李娜,147.41,1.42
002896.SZ,宁波芸芸投资管理中心(有限合伙),65.27,0.63
002896.SZ,王晖,50,0.48
002896.SZ,罗必荣,49.69,0.48
002896.SZ,诺安基金-建设银行-中国人寿-中国人寿委托诺安基金股票型组合,47.74,0.46
002454.SZ,陈福成,27547.08,43.82
002454.SZ,北京巴士传媒股份有限公司,1368.9,2.18
002454.SZ,刘伟文,1236.75,1.97
002454.SZ,苏乾坤,878.37,1.4
002454.SZ,南京公用发展股份有限公司,540.3,0.86
002454.SZ,蒋丽涛,504.47,0.8
002454.SZ,深圳市佳威尔科技有限公司,440,0.7
002454.SZ,李书彬,369,0.59
002454.SZ,张国豪,255,0.41
002454.SZ,东方证券股份有限公司-中庚价值先锋股票型证券投资基金,225.18,0.36
002158.SZ,巴拿马海尔梅斯公司,17485.78,32.7
002158.SZ,CAPITAL HARVEST TECHNOLOGY LIMITED,15311.97,28.64
002158.SZ,香港中央结算有限公司,1082.03,2.02
002158.SZ,中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF),1055.36,1.97
002158.SZ,中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF),530.58,0.99
002158.SZ,道明资产管理有限公司-道明中国收入成长基金(交易所),421.2,0.79
002158.SZ,中金公司-建设银行-中金新锐股票型集合资产管理计划,253.63,0.47
002158.SZ,傅丽真,249,0.47
002158.SZ,中信证券股份有限公司-社保基金1106组合,231.71,0.43
002158.SZ,中国工商银行股份有限公司-富国稳健增强债券型证券投资基金,160.37,0.3
002549.SZ,浩讯科技有限公司,25986.13,41.66
002549.SZ,湖南省财信资产管理有限公司,4644.5,7.45
002549.SZ,湖南省财信产业基金管理有限公司-湖南省财信常勤壹号基金合伙企业(有限合伙),4513.71,7.24
002549.SZ,湖南财信精信投资合伙企业(有限合伙),3118.5,5
002549.SZ,基本养老保险基金一零零三组合,717.77,1.15
002549.SZ,中国银行股份有限公司-华夏行业景气混合型证券投资基金,508.07,0.81
002549.SZ,中国建设银行股份有限公司-中欧悦享生活混合型证券投资基金,470.91,0.76
002549.SZ,祝恩福,346.51,0.56
002549.SZ,四川开元科技有限责任公司,330,0.53
002549.SZ,中信证券股份有限公司,318.92,0.51
002079.SZ,苏州通博电子器材有限公司,20350.2,25.19
002079.SZ,汪山,1806.94,2.24
002079.SZ,润福贸易有限公司,1474.77,1.83
002079.SZ,上海驰泰资产管理有限公司-淄博驰泰诚运证券投资合伙企业(有限合伙),1295.34,1.6
002079.SZ,秦皇岛宏兴钢铁有限公司,1245.43,1.54
002079.SZ,周欣山,1025.21,1.27
002079.SZ,苏州阿特斯阳光电力科技有限公司,953.76,1.18
002079.SZ,中国银行股份有限公司-华泰柏瑞中证光伏产业交易型开放式指数证券投资基金,656.93,0.81
002079.SZ,董敏,576.85,0.71
002079.SZ,国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金,504.19,0.62
002529.SZ,江西赛维电力集团有限公司,5720,22
002529.SZ,上银瑞金资本-上海银行-吴国继,1249.19,4.8
002529.SZ,海源实业有限公司,830.88,3.2
002529.SZ,方士雄,800,3.08
002529.SZ,李明阳,377.79,1.45
002529.SZ,邵逸群,327.66,1.26
002529.SZ,王万奎,325.5,1.25
002529.SZ,张勇,302,1.16
002529.SZ,杨家徐,253.68,0.98
002529.SZ,中信证券股份有限公司,245.6,0.94
002838.SZ,道恩集团有限公司,19560.92,47.77
002838.SZ,韩丽梅,7399.75,18.07
002838.SZ,华融盈海(深圳)基金管理有限公司-华融盈海佳期5号私募证券投资基金,279.54,0.68
002838.SZ,北京合易盈通资产管理有限公司-合易盈浩甄选私募证券投资基金,260,0.64
002838.SZ,北京合易盈通资产管理有限公司-合易盈浩价值成长私募证券投资基金,219,0.53
002838.SZ,姜强国,150,0.37
002838.SZ,香港中央结算有限公司,149.58,0.37
002838.SZ,蒿文朋,125.57,0.31
002838.SZ,田洪池,123.45,0.3
002838.SZ,高玉珍,116.88,0.29
001316.SZ,深圳市嘉仑投资发展有限公司,5022.51,62.78
001316.SZ,深圳市飞航联盟有限合伙(有限合伙),450.67,5.63
001316.SZ,深圳飞宇联盟企业(有限合伙),391.08,4.89
001316.SZ,刘俊锋,135.74,1.7
001316.SZ,国信证券股份有限公司,9.3,0.12
001316.SZ,曾志伟,0.05,0
001316.SZ,肖维登,0.05,0
001316.SZ,叶建国,0.05,0
001316.SZ,林燕平,0.05,0
001316.SZ,徐国祥,0.05,0
300660.SZ,常州雷利投资集团有限公司,9668.48,37.28
300660.SZ,佰卓发展有限公司,7259.55,27.99
300660.SZ,常州合利股权投资合伙企业(有限合伙),1039.9,4.01
300660.SZ,常州利诺股权投资合伙企业(有限合伙),884.95,3.41
300660.SZ,UBS AG,744.24,2.87
300660.SZ,平安多元策略混合型养老金产品-中国工商银行股份有限公司,100.27,0.39
300660.SZ,交通银行股份有限公司-广发沪港深价值成长混合型证券投资基金,100.08,0.39
300660.SZ,曹志为,78,0.3
300660.SZ,MORGAN STANLEY&CO.INTERNATIONAL PLC.,67.55,0.26
300660.SZ,袁喜,64.89,0.25
002731.SZ,深圳市翠艺投资有限公司,4797.36,18.73
002731.SZ,郭英杰,1645.6,6.42
002731.SZ,上海鸿潮企业管理合伙企业(有限合伙),1639.4,6.4
002731.SZ,何颖琳,1383.24,5.4
002731.SZ,马俊豪,1021.8,3.99
002731.SZ,郭琼雁,983.62,3.84
002731.SZ,郭裕春,612,2.39
002731.SZ,方嘉凯,389.05,1.52
002731.SZ,朱映君,207.16,0.81
002731.SZ,周应龙,160.87,0.63
